,symptom,expected_disease,gpt-4o-mini,gemini-1.5-flash,gpt-4o-mini_accuracy1,gpt-4o-mini_accuracy2,gpt-4o-mini_accuracy_overall,gemini-1.5-flash_accuracy1,gemini-1.5-flash_accuracy2,gemini-1.5-flash_accuracy_overall
58,"I have been feeling very sick for the past few days. I have been vomiting, I have no energy, and I have lost a lot of weight. My skin has turned yellow and my urine is dark. I have also been having abdominal pain.",jaundice,"1. hepatitis - [true]
2. pancreatitis - [also_possible]
3. cholecystitis - [false]
4. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. pancreatitis - [more_info]
5. liver cancer - [more_info]
6. gallstones - [more_info]


**note:** the symptoms described (vomiting, fatigue, weight loss, jaundice, dark urine, abdominal pain) suggest potential liver or gallbladder issues.  however,  a definitive diagnosis requires further investigation including blood tests (liver function tests, bilirubin levels), imaging (ultrasound, ct scan), and possibly a biopsy.  all listed possibilities are currently considered [more_info] pending further medical examination.
",0,0,0,0,0,1
59,"I have been feeling very sick for the past few days. I have been vomiting, I have no energy, and I have lost a lot of weight. My skin has turned yellow and my urine is dark. I have also been having abdominal pain.",jaundice,"1. hepatitis - [true]
2. pancreatitis - [also_possible]
3. cholecystitis - [false]
4. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. pancreatitis - [more_info]
5. liver cancer - [more_info]
6. gallstones - [more_info]

**reasoning:** the symptoms (vomiting, fatigue, weight loss, jaundice, dark urine, abdominal pain) point towards several possibilities, all involving liver or biliary dysfunction.  more information is needed to differentiate between them.  blood tests (liver function tests, bilirubin levels, etc.) and imaging (ultrasound) would be necessary for accurate diagnosis.
",0,0,0,0,0,1
60,"I've been having a lot of trouble sleeping because of the high fever, headache and chills. I wake up every day having a terrible pain in my belly area. I've also been feeling really weak and tired.",typhoid,"1. influenza - [true]
2. gastroenteritis - [true]
3. appendicitis - [also_possible]
4. covid-19 - [true]
5. meningitis - [more_info]","1. influenza - [possible]
2. typhoid fever - [possible]
3. gastroenteritis - [possible]
4. malaria - [more_info]
",0,0,0,0,1,1
61,"I've been having a lot of trouble sleeping because of the high fever, headache and chills. I wake up every day having a terrible pain in my belly area. I've also been feeling really weak and tired.",typhoid,"1. influenza - [true]
2. gastroenteritis - [true]
3. covid-19 - [true]
4. appendicitis - [also_possible]
5. meningitis - [more_info]","1. influenza - [also_possible]
2. typhoid fever - [more_info]
3. gastroenteritis - [more_info]
4. malaria - [more_info]

",0,0,0,0,1,1
62,"I've been having neck pain, instability, and balance concerns.",cervical spondylosis,"1. cervical spondylosis - [true]
2. multiple sclerosis - [also_possible]
3. cervical disc herniation - [false]
4. vestibular disorder - [false]","1. cervical spondylosis - [more_info]
2. vestibular disorder - [more_info]
3. multiple sclerosis - [more_info]
",1,1,1,1,1,1
63,"I've been having neck pain, instability, and balance concerns.",cervical spondylosis,"1. cervical spondylosis - [true]
2. multiple sclerosis - [also_possible]
3. vestibular disorder - [more_info]","1. cervical spondylosis - [more_info]
2. vestibular disorders - [more_info]
3. multiple sclerosis (ms) - [more_info]
",1,1,1,1,1,1
64,"I'm sweating and can't catch my breath. My throat is full of phlegm and I feel terrible. My heart is racing and my chest hurts. I'm coughing up stringy, brown mucus.",pneumonia,"1. pneumonia - [true]
2. bronchitis - [true]
3. asthma attack - [also_possible]
4. heart attack - [false]
5. covid-19 - [more_info]","1. pneumonia - [true]
2. bronchitis - [also_possible]
3. heart attack - [more_info]
4. copd - [more_info]
",1,1,1,1,1,1
65,"I'm sweating and can't catch my breath. My throat is full of phlegm and I feel terrible. My heart is racing and my chest hurts. I'm coughing up stringy, brown mucus.",pneumonia,"1. pneumonia - [true]
2. bronchitis - [true]
3. heart attack - [also_possible]
4. asthma attack - [false]
5. covid-19 - [more_info]","1. pneumonia - [also_possible]
2. bronchitis - [true]
3. heart attack - [more_info]
4. pleurisy - [more_info]

",1,1,1,1,1,1
66,"I've been having trouble breathing, a cough that won't go away, and I'm exhausted. I've been coughing up a lot of thick, mucusy stuff and I have a fever. I'm just so tired from all of this.",bronchial asthma,"1. pneumonia - [true]
2. chronic obstructive pulmonary disease (copd) - [false]
3. bronchitis - [also_possible]
4. covid-19 - [true]","1. pneumonia - [true]
2. bronchitis - [also_possible]
3. influenza - [true]
4. covid-19 - [true]
5. tuberculosis - [more_info]

",0,0,0,0,0,0
67,"I've been having trouble breathing, a cough that won't go away, and I'm exhausted. I've been coughing up a lot of thick, mucusy stuff and I have a fever. I'm just so tired from all of this.",bronchial asthma,"1. pneumonia - [true]
2. chronic obstructive pulmonary disease (copd) - [false]
3. bronchitis - [also_possible]
4. covid-19 - [true]","1. pneumonia - [true]
2. bronchitis - [also_possible]
3. influenza - [true]
4. covid-19 - [true]
5. tuberculosis - [more_info]

",0,0,0,0,0,0
68,I have a bunch of little red bumps all over my body. They're itchy and uncomfortable. I also have a fever and a headache.,chicken pox,"1. chickenpox - [true]
2. scabies - [true]
3. allergic reaction - [also_possible]
4. measles - [false]
5. hives - [false]","1. chickenpox - [possible]
2. measles - [possible]
3. scarlet fever - [possible]
4.  drug reaction - [possible]
5.  viral exanthem - [possible]

",0,0,0,0,0,0
69,I have a bunch of little red bumps all over my body. They're itchy and uncomfortable. I also have a fever and a headache.,chicken pox,"1. chickenpox - [true]
2. scabies - [also_possible]
3. allergic reaction - [also_possible]
4. measles - [false]
5. hives - [false]","1. chickenpox - [possible]
2. measles - [possible]
3. scarlet fever - [possible]
4. allergic reaction - [possible]
",0,0,0,0,0,0
70,I have a lot of acid reflux and it makes me feel sick to my stomach. I also have a lot of stomach pain.,gastroesophageal reflux disease,"1. gastroesophageal reflux disease (gerd) - [true]
2. peptic ulcer disease - [also_possible]
3. gastritis - [also_possible]
4. stomach cancer - [false]","1. gastroesophageal reflux disease (gerd) - [true]
2. peptic ulcer disease - [also_possible]
3. gastritis - [also_possible]
4. pancreatitis - [more_info]
5. stomach cancer - [more_info]

",1,1,1,1,1,1
71,I have a lot of acid reflux and it makes me feel sick to my stomach. I also have a lot of stomach pain.,gastroesophageal reflux disease,"1. gastroesophageal reflux disease (gerd) - [true]
2. peptic ulcer disease - [also_possible]
3. gastritis - [also_possible]","1. gastroesophageal reflux disease (gerd) - [true]
2. peptic ulcer disease - [also_possible]
3. gastritis - [also_possible]
4. pancreatitis - [more_info]
5. stomach cancer - [more_info]

",1,1,1,1,1,1
72,I have a fever and sores on my face. The sores are taking a long time to heal and are getting infected.,impetigo,"1. herpes simplex virus (hsv) - [true]
2. impetigo - [true]
3. chickenpox - [false]
4. shingles - [false]
5. bacterial skin infection - [also_possible]","1. herpes simplex virus (hsv) - [true]
2. syphilis - [also_possible]
3. impetigo - [true]
4. lupus - [more_info]

**note:**  this is a preliminary assessment based solely on the limited information provided.  a definitive diagnosis requires a thorough physical examination and potentially laboratory testing. the prolonged healing time and secondary infection of the sores are particularly concerning and necessitate medical attention.
",0,1,1,0,0,1
73,I have a fever and sores on my face. The sores are taking a long time to heal and are getting infected.,impetigo,"1. herpes simplex virus (hsv) - [true]
2. impetigo - [true]
3. chickenpox - [false]
4. shingles - [false]
5. cellulitis - [also_possible]","1. herpes simplex virus (hsv) - [true]
2. impetigo - [also_possible]
3. syphilis - [more_info]
",0,1,1,0,1,1
74,"I've been feeling dizzy and lightheaded, and I've been having problems keeping my balance. I've also noticed that my concentration and focus have been slipping.",hypertension,"1. vestibular disorder - [true]
2. anemia - [true]
3. multiple sclerosis - [more_info]
4. inner ear infection - [false]
5. hypotension - [false]","1. vertigo - [more_info]
2. multiple sclerosis (ms) - [more_info]
3. inner ear infection - [more_info]
4. anxiety disorder - [more_info]
",0,0,0,0,0,0
75,"I've been feeling dizzy and lightheaded, and I've been having problems keeping my balance. I've also noticed that my concentration and focus have been slipping.",hypertension,"1. vestibular disorder - [true]
2. anemia - [true]
3. multiple sclerosis - [also_possible]
4. hypotension - [true]
5. anxiety disorder - [false]","1. vestibular migraine - [true]
2. multiple sclerosis (ms) - [more_info]
3. benign paroxysmal positional vertigo (bppv) - [more_info]
4. inner ear infection - [more_info]

",0,0,0,0,0,0
76,I have a stomach ache and I am feeling feverish. I also have chills and a headache.,typhoid,"1. gastroenteritis - [true]
2. appendicitis - [also_possible]
3. influenza - [true]
4. food poisoning - [true]
5. peptic ulcer - [false]","1. gastroenteritis - [possible]
2. influenza - [possible]
3. appendicitis - [possible]
4. urinary tract infection (uti) - [possible]
",0,0,0,0,0,0
77,I have a stomach ache and I am feeling feverish. I also have chills and a headache.,typhoid,"1. gastroenteritis - [true]
2. appendicitis - [also_possible]
3. influenza - [false]
4. covid-19 - [more_info]","1. gastroenteritis - [also_possible]
2. influenza - [also_possible]
3. appendicitis - [more_info]
4. urinary tract infection (uti) - [more_info]
",0,0,0,0,0,0
78,"I've been feeling really itchy lately, and I have these rashy blotches all over my skin. There are also some areas that are darker than the rest of my skin, and I have some painful lumps.",fungal infection,"1. eczema - [true]
2. psoriasis - [also_possible]
3. contact dermatitis - [false]
4. skin infection - [more_info]","1. atopic dermatitis - [more_info]
2. psoriasis - [more_info]
3. skin cancer (melanoma) - [more_info]
4. allergic contact dermatitis - [more_info]
5.  lichen planus - [more_info]
",0,0,0,0,0,0
79,"I've been feeling really itchy lately, and I have these rashy blotches all over my skin. There are also some areas that are darker than the rest of my skin, and I have some painful lumps.",fungal infection,"1. eczema - [true]
2. psoriasis - [true]
3. contact dermatitis - [also_possible]
4. skin infection - [more_info]","1. atopic dermatitis - [more_info]
2. psoriasis - [more_info]
3.  lichen planus - [more_info]
4.  skin cancer (melanoma) - [more_info]
5.  sarcoidosis - [more_info]

",0,0,0,0,0,0
80,"I've got a cold. I'm coughing a lot, and my nose is running like crazy. I can't smell anything, and my chest hurts. My muscles are sore too.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. common cold - [false]
4. pneumonia - [also_possible]
5. bronchitis - [more_info]","1. common cold - [true]
2. influenza (flu) - [also_possible]
3. covid-19 - [also_possible]
4. pneumonia - [more_info]
5. bronchitis - [more_info]

**reasoning:**

the symptoms (cough, runny nose, loss of smell, chest pain, muscle soreness) are common to several respiratory illnesses.  a common cold is the most likely given the description, but influenza and covid-19 share significant symptom overlap.  pneumonia and bronchitis are possible, but require further investigation as chest pain and cough severity would need to be assessed more thoroughly to determine if these are likely.
",0,0,1,1,1,1
81,"I've got a cold. I'm coughing a lot, and my nose is running like crazy. I can't smell anything, and my chest hurts. My muscles are sore too.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. common cold - [false]
4. pneumonia - [also_possible]
5. bronchitis - [more_info]","1. common cold - [true]
2. influenza (flu) - [also_possible]
3. covid-19 - [also_possible]
4. acute bronchitis - [more_info]
5. pneumonia - [more_info]
",0,0,1,1,1,1
